pl_hostname,pl_name,pl_disc,pl_kepflag,pl_locale,pl_discmethod,pl_facility,pl_pnum,pl_orbper,st_dist,st_age,pl_masse,pl_rade,pl_bmassj,pl_radj,pl_dens,st_mass,st_rad,st_dens
HAT-P-17,HAT-P-17 c,2010,0,Ground,Radial Velocity,W. M. Keck Observatory,2,5584,90,,,,3.4,,,0.99,0.87,2.08
HAT-P-18,HAT-P-18 b,2010,0,Ground,Transit,HATNet,1,5.508023,166,12.4,62.61,11.153,0.197,0.995,0.25,0.77,0.75,
HAT-P-19,HAT-P-19 b,2010,0,Ground,Transit,HATNet,1,4.008778,215,8.8,92.802,12.689,0.292,1.132,0.25,0.84,0.82,
HAT-P-2,HAT-P-2 b,2007,0,Ground,Transit,HATNet,1,5.6335158,128.25,1.44,,,8.62,,,1.33,1.39,
HAT-P-20,HAT-P-20 b,2010,0,Ground,Transit,HATNet,1,2.875317,70,6.7,2302.899,9.718,7.246,0.867,13.78,0.76,0.69,
HAT-P-21,HAT-P-21 b,2010,0,Ground,Transit,HATNet,1,4.12448,254,,1547.8321,12.442,4.87,1.11,,1.24,1.21,1
HAT-P-22,HAT-P-22 b,2010,0,Ground,Transit,HATNet,1,3.21222,82,,785.0401,12.89,2.47,1.15,,1.13,1.11,1.16
HAT-P-23,HAT-P-23 b,2010,0,Ground,Transit,HATNet,1,1.21288,393,,425.8922,12.218,1.34,1.09,,0.58,0.96,0.92
HAT-P-24,HAT-P-24 b,2010,0,Ground,Transit,HATNet,1,3.35524,396,,238.3725,14.572,0.75,1.3,,1.37,1.38,0.74
HAT-P-25,HAT-P-25 b,2010,0,Ground,Transit,HATNet,1,3.65281514,297,,180.84527,12.722,0.569,1.135,0.483,1.01,0.92,1.84
HAT-P-26,HAT-P-26 b,2010,0,Ground,Transit,HATNet,1,4.23452,134,,22.2481,7.062,0.07,0.63,,1.12,0.87,2.37
HAT-P-27,HAT-P-27 b,2011,0,Ground,Transit,HATNet,1,3.039577,204,4.4,197.05,11.43,0.62,1.02,,0.94,0.9,
HAT-P-28,HAT-P-28 b,2011,0,Ground,Transit,HATNet,1,3.257215,395,6.1,198.953,13.585,0.626,1.212,0.44,1.02,1.1,
HAT-P-29,HAT-P-29 b,2011,0,Ground,Transit,HATNet,1,5.72319,322,,279.6904,13.115,0.88,1.17,,1.45,1.3,0.93
HAT-P-3,HAT-P-3 b,2007,0,Ground,Transit,HATNet,1,2.8997,138,,206.5895,10.536,0.65,0.94,,1.06,0.87,2.28
HAT-P-30,HAT-P-30 b,2011,0,Ground,Transit,HATNet,1,2.8106,193,,263.7989,16.141,0.83,1.44,,1.55,1.31,0.98
HAT-P-31,HAT-P-31 b,2011,0,Ground,Transit,HATNet,1,5.00542,354,,721.4741,12.218,2.27,1.09,,1.31,1.39,0.69
HAT-P-32,HAT-P-32 b,2011,0,Ground,Transit,HATNet,1,2.15001,283,,263.7989,19.616,0.83,1.75,,1.09,1.19,0.91
HAT-P-33,HAT-P-33 b,2011,0,Ground,Transit,HATNet,1,3.47447,387,,292.4036,20.737,0.92,1.85,,1.82,1.79,0.45
HAT-P-34,HAT-P-34 b,2011,0,Ground,Transit,HATNet,1,5.45265,257,,2227.9883,15.132,7.01,1.35,,4.26,1.73,1.15
HAT-P-35,HAT-P-35 b,2011,0,Ground,Transit,HATNet,1,3.64671,535,,2390.0816,39.792,7.52,3.55,,23.56,3.82,0.59
HAT-P-36,HAT-P-36 b,2011,0,Ground,Transit,HATNet,1,1.32735,317,,486.2799,12.89,1.53,1.15,,0.78,1,1.1
HAT-P-37,HAT-P-37 b,2011,0,Ground,Transit,HATNet,1,2.797436,411,,371.528,13.204,1.169,1.178,0.89,0.93,0.88,
HAT-P-38,HAT-P-38 b,2012,0,Ground,Transit,HATNet,1,4.640382,249,,84.857,9.247,0.267,0.825,0.59,0.89,0.92,
HAT-P-39,HAT-P-39 b,2012,0,Ground,Transit,HATNet,1,3.54387,642,,190.372,17.609,0.599,1.571,0.19,1.4,1.62,
HAT-P-4,HAT-P-4 b,2007,0,Ground,Transit,HATNet,1,3.056536,314,,213.255,14.28,0.671,1.274,0.403,,,
HAT-P-40,HAT-P-40 b,2012,0,Ground,Transit,HATNet,1,4.45724,501,,152.5584,17.038,0.48,1.52,,1.03,1.94,0.2
HAT-P-41,HAT-P-41 b,2012,0,Ground,Transit,HATNet,1,2.69405,344,,378.2177,22.978,1.19,2.05,,2.56,2.05,0.42
HAT-P-42,HAT-P-42 b,2012,0,Ground,Transit,HATNet,1,4.641878,447,5.2,331.801,14.348,1.044,1.28,0.61,1.18,1.53,
HAT-P-43,HAT-P-43 b,2012,0,Ground,Transit,HATNet,1,3.332687,542,5.7,210.395,14.359,0.662,1.281,0.39,1.05,1.1,
HAT-P-44,HAT-P-44 b,2014,0,Ground,Transit,HATNet,2,4.301219,363,7.5,111.871,13.922,0.352,1.242,0.23,0.94,0.95,
HAT-P-44,HAT-P-44 c,2014,0,Ground,Radial Velocity,W. M. Keck Observatory,2,872.2,363,7.5,,,4,,,0.94,0.95,
HAT-P-45,HAT-P-45 b,2014,0,Ground,Transit,HATNet,1,3.128992,305,2,283.492,15.984,0.892,1.426,0.38,1.26,1.32,
HAT-P-46,HAT-P-46 b,2014,0,Ground,Transit,HATNet,1,4.463129,296,2.5,156.684,14.392,0.493,1.284,0.28,1.28,1.4,
HAT-P-49,HAT-P-49 b,2014,0,Ground,Transit,HATNet,1,2.69155,322,,699.226,17.822,2.2,1.59,,2.22,2.06,0.36
HAT-P-5,HAT-P-5 b,2007,0,Ground,Transit,HATNet,1,2.78849,340,,311.4734,13.563,0.98,1.21,,1.04,1.12,1.04
HAT-P-50,HAT-P-50 b,2015,0,Ground,Transit,HATNet,1,3.1220109,497,3.37,429.0705,14.437,1.35,1.288,0.78,1.27,1.7,0.357
HAT-P-51,HAT-P-51 b,2015,0,Ground,Transit,HATNet,1,4.2180278,470,8.2,98.20947,14.493,0.309,1.293,0.178,0.98,1.04,1.223
HAT-P-52,HAT-P-52 b,2015,0,Ground,Transit,HATNet,1,2.7535953,385,9.4,259.98494,11.31,0.818,1.009,0.98,0.89,0.89,1.75
HAT-P-53,HAT-P-53 b,2015,0,Ground,Transit,HATNet,1,1.9616241,719,4.67,471.65972,14.773,1.484,1.318,0.8,1.09,1.21,0.87
HAT-P-54,HAT-P-54 b,2015,0,Ground,Transit,HATNet,1,3.799847,144.25,3.9,241.5508,10.581,0.76,0.944,1.118,0.65,0.62,
HAT-P-55,HAT-P-55 b,2015,0,Ground,Transit,HATNet,1,3.5852467,480,4.2,184.97706,13.249,0.582,1.182,0.435,1.01,1.01,
HAT-P-56,HAT-P-56 b,2015,0,Ground,Transit,HATNet,1,2.79083,310.5,,734.1873,16.926,2.31,1.51,,1.42,1.47,0.63
HAT-P-57,HAT-P-57 b,2015,0,Ground,Transit,HATNet,1,2.4653,303,,448.1403,19.504,1.41,1.74,,2.77,1.85,0.62
HAT-P-6,HAT-P-6 b,2007,0,Ground,Transit,HATNet,1,3.85298,261,,419.5356,16.589,1.32,1.48,,1.79,1.62,0.59
HAT-P-65,HAT-P-65 b,2016,0,Ground,Transit,HATNet,1,2.6054552,841,5.46,167.49641,21.185,0.527,1.89,0.096,1.21,1.86,0.266
HAT-P-66,HAT-P-66 b,2016,0,Ground,Transit,HATNet,1,2.972086,927,4.66,248.86089,17.822,0.783,1.59,0.242,1.25,1.88,0.269
HAT-P-67,HAT-P-67 b,2017,0,Ground,Transit,HATNet,1,4.8101025,320,1.24,108.0622,23.371,0.34,2.085,0.052,1.64,2.55,
HAT-P-7,HAT-P-7 b,2008,1,Ground,Transit,HATNet,1,2.20474,320,,584.8072,16.926,1.84,1.51,,1.56,2,0.27
HAT-P-8,HAT-P-8 b,2008,0,Ground,Transit,HATNet,1,3.07634,230,,406.8224,15.693,1.28,1.4,,1.27,1.57,0.46
HAT-P-9,HAT-P-9 b,2008,0,Ground,Transit,HATNet,1,3.92289,480,,247.9,15.69,0.78,1.4,0.35,1.28,1.32,
HATS-1,HATS-1 b,2012,0,Ground,Transit,HATSouth,1,3.446459,303,,589.55,14.594,1.855,1.302,1.03,0.99,1.04,
HATS-10,HATS-10 b,2015,0,Ground,Transit,HATSouth,1,3.312846,496,3.3,167.17858,10.862,0.526,0.969,0.7,1.1,1.1,1.15
HATS-11,HATS-11 b,2016,0,Ground,Transit,HATSouth,1,3.619188,967.34,,,18.03,,1.609,,1.33,1.54,0.479
HATS-12,HATS-12 b,2016,0,Ground,Transit,HATSouth,1,3.142702,512.41,,,7.76,,0.692,,1.16,1.17,0.269
HATS-13,HATS-13 b,2015,0,Ground,Transit,HATSouth,1,3.0440499,476,2.5,172.58169,13.585,0.543,1.212,0.377,0.96,0.89,1.93
HATS-14,HATS-14 b,2015,0,Ground,Transit,HATSouth,1,2.7667641,513,4.9,340.39593,11.646,1.071,1.039,1.191,0.97,0.93,1.682
HATS-15,HATS-15 b,2016,0,Ground,Transit,HATSouth,1,1.74748753,689,11,689.6911,12.386,2.17,1.105,1.97,0.87,0.92,1.57
HATS-16,HATS-16 b,2016,0,Ground,Transit,HATSouth,1,2.686502,774,9.5,1039.3041,14.572,3.27,1.3,1.86,0.97,1.24,0.72
HATS-17,HATS-17 b,2016,0,Ground,Transit,HATSouth,1,16.254611,339,2.1,425.25654,8.709,1.338,0.777,3.5,1.13,1.09,1.22
HATS-18,HATS-18 b,2016,0,Ground,Transit,Multiple Observatories,1,0.8378434,645,4.2,629.3034,14.986,1.98,1.337,1.02,1.04,1.02,1.37
HATS-2,HATS-2 b,2013,0,Ground,Transit,HATSouth,1,1.354133,360,9.7,427.463,13.092,1.345,1.168,1.05,0.88,0.9,
HATS-22,HATS-22 b,2017,0,Ground,Transit,HATSouth,1,4.7228124,207.9,,870.8542,10.682,2.74,0.953,3.89,0.76,0.69,3.28
HATS-23,HATS-23 b,2017,0,Ground,Transit,HATSouth,1,2.1605156,747,4.2,467.2101,20.849,1.47,1.86,0.29,1.12,1.2,0.91
HATS-24,HATS-24 b,2017,0,Ground,Transit,HATSouth,1,1.3484954,510,0.88,775.5052,16.668,2.44,1.487,0.92,1.21,1.17,1.059
HATS-25,HATS-25 b,2016,0,Ground,Transit,HATSouth,1,4.2986432,466,7.5,194.82979,14.123,0.613,1.26,0.38,0.99,1.11,1.03
HATS-26,HATS-26 b,2016,0,Ground,Transit,HATSouth,1,3.3023881,907,4.04,206.5895,19.616,0.65,1.75,0.153,1.3,2.04,0.218
HATS-27,HATS-27 b,2016,0,Ground,Transit,HATSouth,1,4.637038,840,2.3,168.4499,16.814,0.53,1.5,0.18,1.42,1.74,0.379
HATS-28,HATS-28 b,2016,0,Ground,Transit,HATSouth,1,3.1810781,521,6.2,213.58176,13.384,0.672,1.194,0.48,0.93,0.92,1.67
HATS-29,HATS-29 b,2016,0,Ground,Transit,HATSouth,1,4.6058749,351,5.5,207.54299,14.022,0.653,1.251,0.411,1.03,1.07,1.17
HATS-3,HATS-3 b,2013,0,Ground,Transit,HATSouth,1,3.547851,453,3.2,340.382,15.48,1.071,1.381,0.51,1.21,1.4,
HATS-30,HATS-30 b,2016,0,Ground,Transit,HATSouth,1,3.1743516,339,2.3,224.38798,13.171,0.706,1.175,0.543,1.09,1.06,1.29
HATS-31,HATS-31 b,2016,0,Ground,Transit,HATSouth,1,3.37796,872,4.3,279.6904,18.383,0.88,1.64,0.243,1.27,1.87,0.275
HATS-32,HATS-32 b,2016,0,Ground,Transit,HATSouth,1,2.8126548,839,3.5,292.4036,14,0.92,1.249,0.58,1.1,1.1,1.17
HATS-33,HATS-33 b,2016,0,Ground,Transit,HATSouth,1,2.5495551,255,3,378.85336,13.787,1.192,1.23,0.79,1.06,1.02,1.4
HATS-34,HATS-34 b,2016,0,Ground,Transit,HATSouth,1,2.1061607,532,7.7,299.07803,16.029,0.941,1.43,0.4,0.95,0.98,1.44
HATS-35,HATS-35 b,2016,0,Ground,Transit,HATSouth,1,1.8209993,557,2.13,388.38826,16.41,1.222,1.464,0.484,1.32,1.43,0.628
HATS-36,HATS-36 b,2018,0,Ground,Transit,HATSouth,1,4.175186,878.65,,,12.92,,1.153,,1.1,1.1,1.19
HATS-39,HATS-39 b,2018,0,Ground,Transit,HATSouth,1,4.5776348,773,2.06,200.2329,17.598,0.63,1.57,0.202,1.38,1.62,0.457
HATS-4,HATS-4 b,2014,0,Ground,Transit,HATSouth,1,2.516729,420,2.1,420.471,11.433,1.323,1.02,1.55,1,0.93,
HATS-40,HATS-40 b,2018,0,Ground,Transit,HATSouth,1,3.2642736,1431,2.07,505.3497,17.71,1.59,1.58,0.49,1.56,2.26,0.189
HATS-41,HATS-41 b,2018,0,Ground,Transit,HATSouth,1,4.193649,800,1.34,3082.951,14.908,9.7,1.33,5.1,1.5,1.71,0.42
HATS-42,HATS-42 b,2018,0,Ground,Transit,HATSouth,1,2.292102,942,3.26,597.5204,15.693,1.88,1.4,0.83,1.27,1.48,0.55
HATS-43,HATS-43 b,2018,0,Ground,Transit,HATSouth,1,4.3888497,341,8.6,82.95363,13.227,0.261,1.18,0.191,0.84,0.81,2.18
HATS-44,HATS-44 b,2018,0,Ground,Transit,HATSouth,1,2.7439004,463,9.7,177.9848,11.96,0.56,1.067,0.56,0.86,0.85,1.98
HATS-45,HATS-45 b,2018,0,Ground,Transit,HATSouth,1,4.1876244,818,1.52,222.481,14.415,0.7,1.286,0.41,1.27,1.31,0.79
HATS-46,HATS-46 b,2018,0,Ground,Transit,HATSouth,1,4.7423729,448,3,54.98459,10.122,0.173,0.903,0.28,0.92,0.85,2.1
HATS-5,HATS-5 b,2014,0,Ground,Transit,HATSouth,1,4.763387,257,3.6,75.323,10.223,0.237,0.912,0.39,0.94,0.87,
HATS-50,HATS-50 b,2017,0,Ground,Transit,HATSouth,1,3.8297015,717,1.2,123.9537,12.666,0.39,1.13,0.33,1.17,1.12,1.19
HATS-51,HATS-51 b,2017,0,Ground,Transit,HATSouth,1,3.3488702,478,4.74,244.09344,15.805,0.768,1.41,0.34,1.19,1.44,0.56
HATS-52,HATS-52 b,2017,0,Ground,Transit,HATSouth,1,1.36665436,631,1.2,711.9392,15.491,2.24,1.382,1.06,1.11,1.05,1.37
HATS-53,HATS-53 b,2017,0,Ground,Transit,HATSouth,1,3.8537768,613,9,189.10885,15.02,0.595,1.34,0.303,0.96,1.1,1.027
HATS-59,HATS-59 b,2018,0,Ground,Transit,HATSouth,2,5.416081,654.88,4.3,256.17098,12.621,0.806,1.126,0.7,1.04,1.04,1.31
HATS-59,HATS-59 c,2018,0,Ground,Radial Velocity,HATSouth,2,1422,654.88,4.3,,,12.7,,,1.04,1.04,1.31
HATS-6,HATS-6 b,2015,0,Ground,Transit,HATSouth,1,3.3252725,148.4,8.1,101.38777,11.187,0.319,0.998,0.399,0.57,0.57,4.36
HATS-60,HATS-60 b,2018,0,Ground,Transit,HATSouth,1,3.560829,494.3,7.55,210.40346,12.924,0.662,1.153,0.537,1.1,1.46,0.496
HATS-61,HATS-61 b,2018,0,Ground,Transit,HATSouth,1,7.817953,694,8.9,1080.622,13.395,3.4,1.195,2.47,1.08,1.66,0.33
HATS-62,HATS-62 b,2018,0,Ground,Transit,HATSouth,1,3.2768837,516.8,9.55,56.89157,11.825,0.179,1.055,0.076,0.9,0.93,1.556
HATS-63,HATS-63 b,2018,0,Ground,Transit,HATSouth,1,3.0566527,634.8,10.3,305.1168,13.529,0.96,1.207,0.67,0.93,1.07,1.071
HATS-64,HATS-64 b,2018,0,Ground,Transit,HATSouth,1,4.908897,1083,1.861,305.1168,18.82,0.96,1.679,0.245,1.56,2.11,0.234
HATS-65,HATS-65 b,2018,0,Ground,Transit,HATSouth,1,3.105161,495,1.78,260.93843,16.825,0.821,1.501,0.3,1.26,1.31,0.788
HATS-66,HATS-66 b,2018,0,Ground,Transit,HATSouth,1,3.1414391,1538,2.17,1694.0339,15.816,5.33,1.411,2.34,1.41,1.84,0.318
HATS-67,HATS-67 b,2018,0,Ground,Transit,HATSouth,1,1.6091788,982,0.51,460.8535,18.887,1.45,1.685,0.374,1.44,1.44,0.677
HATS-68,HATS-68 b,2018,0,Ground,Transit,HATSouth,1,3.5862202,618.2,3.02,410.0007,13.809,1.29,1.232,0.856,1.35,1.75,0.356
HATS-69,HATS-69 b,2018,0,Ground,Transit,HATSouth,1,2.2252577,420.3,8,183.38791,10.593,0.577,0.945,0.46,0.89,0.88,1.854
HATS-7,HATS-7 b,2015,0,Ground,Transit,HATSouth,1,3.185315,257,7.8,38.1396,6.311,0.12,0.563,0.83,0.85,0.81,2.22
HATS-70,HATS-70 b,2019,0,Ground,Transit,HATSouth,1,1.8882378,1307,0.81,4100.007,15.513,12.9,1.384,6.64,1.78,1.88,
HATS-8,HATS-8 b,2015,0,Ground,Transit,HATSouth,1,3.583893,829,5.1,43.86054,9.785,0.138,0.873,0.259,1.06,1.09,1.15
HATS-9,HATS-9 b,2015,0,Ground,Transit,HATSouth,1,1.915291,654.36,,,13.85,,1.236,,1.1,1.56,0.451
HD 100546,HD 100546 b,2014,0,Ground,Imaging,Paranal Observatory,1,,97,0.005,,77.342,,6.9,,2.4,,
HD 100655,HD 100655 b,2011,0,Ground,Radial Velocity,Bohyunsan Optical Astronomical Observatory,1,157.57001,137.72,,,,1.61,,,2.28,10.06,
HD 100777,HD 100777 b,2007,0,Ground,Radial Velocity,La Silla Observatory,1,383.70001,49.6,,,,1.03,,,0.83,1.04,
HD 10180,HD 10180 c,2010,0,Ground,Radial Velocity,La Silla Observatory,6,5.75969,39.02,,,,0.0416,,,1.06,1.11,
HD 10180,HD 10180 d,2010,0,Ground,Radial Velocity,La Silla Observatory,6,16.357,39.02,,,,0.0378,,,1.06,1.11,
HD 10180,HD 10180 e,2010,0,Ground,Radial Velocity,La Silla Observatory,6,49.748,39.02,,,,0.0805,,,1.06,1.11,
HD 10180,HD 10180 f,2010,0,Ground,Radial Velocity,La Silla Observatory,6,122.744,39.02,,,,0.0722,,,1.06,1.11,
HD 10180,HD 10180 g,2010,0,Ground,Radial Velocity,La Silla Observatory,6,604.67,39.02,,,,0.0732,,,1.06,1.11,
HD 10180,HD 10180 h,2010,0,Ground,Radial Velocity,La Silla Observatory,6,2205,39.02,,,,0.2066,,,1.06,1.11,
HD 101930,HD 101930 b,2005,0,Ground,Radial Velocity,La Silla Observatory,1,70.46,30.05,,,,0.25,,,0.57,0.86,
HD 102117,HD 102117 b,2005,0,Ground,Radial Velocity,La Silla Observatory,1,20.8133,39.62,,,,0.17,,,1.06,1.23,
HD 102195,HD 102195 b,2006,0,Ground,Radial Velocity,Kitt Peak National Observatory,1,4.11377,29.36,,,,0.41,,,0.76,0.82,
HD 102272,HD 102272 b,2008,0,Ground,Radial Velocity,McDonald Observatory,1,127.58,350.01,,,,4.94,,,1.45,10.3,
HD 102329,HD 102329 b,2011,0,Ground,Radial Velocity,W. M. Keck Observatory,2,778.09998,218.42,,,,8.16,,,3.21,9.82,
HD 102329,HD 102329 c,2018,0,Ground,Radial Velocity,W. M. Keck Observatory,2,1123,218.42,,,,1.52,,,3.21,9.82,
HD 102365,HD 102365 b,2010,0,Ground,Radial Velocity,Anglo-Australian Telescope,1,122.1,9.29,9,,,0.05,,,0.85,,
HD 102843,HD 102843 b,2019,0,Ground,Radial Velocity,Las Campanas Observatory,1,3090.942,62.87,,,,0.35837,,,0.95,,
HD 102956,HD 102956 b,2010,0,Ground,Radial Velocity,W. M. Keck Observatory,1,6.4947,122.32,,,,0.96,,,1.66,4.55,
HD 103197,HD 103197 b,2009,0,Ground,Radial Velocity,La Silla Observatory,1,47.84,57.24,,,,0.09,,,0.8,0.88,
HD 103720,HD 103720 b,2014,0,Ground,Radial Velocity,La Silla Observatory,1,4.5557,41.6,3.8,,,0.62,,,0.79,0.73,
HD 103774,HD 103774 b,2013,0,Ground,Radial Velocity,La Silla Observatory,1,5.8881,56.5,1.05,,,0.367,,,1.33,,
HD 103949,HD 103949 b,2019,0,Ground,Radial Velocity,Las Campanas Observatory,1,120.878,26.52,,,,0.03524,,,0.77,,
HD 104067,HD 104067 b,2009,0,Ground,Radial Velocity,La Silla Observatory,1,55.806,20.38,,,,0.16,,,0.62,0.74,
HD 10442,HD 10442 b,2014,0,Ground,Radial Velocity,W. M. Keck Observatory,1,1032.3,135.89,,,,1.487,,,1.01,1.97,
HD 104985,HD 104985 b,2003,0,Ground,Radial Velocity,Okayama Astrophysical Observatory,1,199.505,100.86,,,,8.3,,,2.3,11,
HD 106252,HD 106252 b,2002,0,Ground,Radial Velocity,Lick Observatory,1,1531,37.4,,,,6.93,,,1.01,1.1,
HD 106270,HD 106270 b,2011,0,Ground,Radial Velocity,W. M. Keck Observatory,1,1888,94.06,,,,10.13,,,1.39,2.66,
HD 106315,HD 106315 b,2017,0,Space,Transit,K2,2,9.55804,109.7,,,2.32,,0.207,,1.08,1.29,
HD 106315,HD 106315 c,2017,0,Space,Transit,K2,2,21.05788,109.7,,,4.31,,0.385,,1.08,1.29,
HD 10647,HD 10647 b,2006,0,Ground,Radial Velocity,W. M. Keck Observatory,1,989.2,17.34,1.4,,,0.94,,,1.11,1.1,
HD 106515 A,HD 106515 A b,2012,0,Ground,Radial Velocity,La Silla Observatory,1,3630,34.12,11.7,,,9.61,,,0.97,1.62,
HD 106906,HD 106906 b,2013,0,Ground,Imaging,Las Campanas Observatory,1,,103.33,0.013,3496,,11,,,1.5,,
HD 10697,HD 10697 b,1999,0,Ground,Radial Velocity,W. M. Keck Observatory,1,1075.69,32.6,,,,6.383,,,1.13,1.79,
HD 107148,HD 107148 b,2005,0,Ground,Radial Velocity,W. M. Keck Observatory,1,48.056,49.49,,,,0.21,,,1.12,,
HD 108147,HD 108147 b,2002,0,Ground,Radial Velocity,La Silla Observatory,1,10.8985,38.96,,,,0.261,,,1.27,,
HD 108341,HD 108341 b,2014,0,Ground,Radial Velocity,La Silla Observatory,1,1129,49.4,4.9,,,3.5,,,0.84,0.79,
HD 108863,HD 108863 b,2011,0,Ground,Radial Velocity,W. M. Keck Observatory,1,437.7,165.52,,,,2.414,,,1.59,5.74,
HD 108874,HD 108874 b,2002,0,Ground,Radial Velocity,W. M. Keck Observatory,2,394.48123,68.5,,,,1.42,,,1.1,1.05,
HD 108874,HD 108874 c,2005,0,Ground,Radial Velocity,W. M. Keck Observatory,2,1624,68.5,,,,0.99,,,1.1,1.05,
HD 109246,HD 109246 b,2010,0,Ground,Radial Velocity,Haute-Provence Observatory,1,68.27,65.6,,,,0.86,,,1.2,1.07,
HD 109271,HD 109271 b,2013,0,Ground,Radial Velocity,La Silla Observatory,2,7.8543,55.96,7.3,,,0.054,,,1.05,,
HD 109271,HD 109271 c,2013,0,Ground,Radial Velocity,La Silla Observatory,2,30.93,55.96,7.3,,,0.076,,,1.05,,
HD 109749,HD 109749 b,2005,0,Ground,Radial Velocity,W. M. Keck Observatory,1,5.239891,63.2,3.3,,,0.27,,,1.13,1.22,
HD 110014,HD 110014 b,2009,0,Ground,Radial Velocity,La Silla Observatory,1,835.477,90,0.95,,,11.09,,,2.17,20.9,
HD 111232,HD 111232 b,2003,0,Ground,Radial Velocity,La Silla Observatory,1,1143,28.98,,,,7.14,,,0.84,0.9,
HD 111591,HD 111591 b,2017,0,Ground,Radial Velocity,Multiple Observatories,1,1056.4,114.54,1.41,,,4.4,,,1.94,8.03,
HD 111998,HD 111998 b,2016,0,Ground,Radial Velocity,La Silla Observatory,1,825.9,32.73,1.9,,,4.51,,,1.18,1.45,
HD 113337,HD 113337 b,2013,0,Ground,Radial Velocity,Haute-Provence Observatory,1,324,36.22,0.15,,,2.83,,,1.4,1.5,
HD 113538,HD 113538 b,2010,0,Ground,Radial Velocity,La Silla Observatory,2,663.2,15.9,4.3,,,0.36,,,0.58,0.53,
HD 113538,HD 113538 c,2010,0,Ground,Radial Velocity,La Silla Observatory,2,1818,15.9,4.3,,,0.93,,,0.58,0.53,
HD 113996,HD 113996 b,2017,0,Ground,Radial Velocity,Bohyunsan Optical Astronomical Observatory,1,610.2,101.63,3.24,,,6.3,,,1.49,25.11,
HD 114386,HD 114386 b,2003,0,Ground,Radial Velocity,La Silla Observatory,1,937.70001,27.95,,,,1.14,,,0.6,0.76,
HD 114613,HD 114613 b,2014,0,Ground,Radial Velocity,Anglo-Australian Telescope,1,4000,20.29,,,,0.357,,,1.27,2.14,
HD 114729,HD 114729 b,2002,0,Ground,Radial Velocity,W. M. Keck Observatory,1,1114,37.85,,,,1.09,,,1.24,1.55,
HD 114762,HD 114762 b,1989,0,Ground,Radial Velocity,Oak Ridge Observatory,1,83.9151,40.23,,,,10.69,,,0.8,1.2,
HD 114783,HD 114783 b,2001,0,Ground,Radial Velocity,W. M. Keck Observatory,2,493.7,20.4,,,,1.1,,,0.85,,
HD 114783,HD 114783 c,2018,0,Ground,Radial Velocity,W. M. Keck Observatory,2,4319,20.4,,,,0.611,,,0.85,,
HD 11506,HD 11506 b,2007,0,Ground,Radial Velocity,W. M. Keck Observatory,2,1622.1,51.7,2.3,,,4.83,,,1.24,1.34,
HD 11506,HD 11506 c,2008,0,Ground,Radial Velocity,W. M. Keck Observatory,2,223.41,51.7,2.3,,,0.408,,,1.24,1.34,
HD 116029,HD 116029 b,2011,0,Ground,Radial Velocity,W. M. Keck Observatory,2,670,123.68,,,,1.4,,,0.83,4.89,
HD 116029,HD 116029 c,2018,0,Ground,Radial Velocity,W. M. Keck Observatory,2,907,123.68,,,,1.27,,,0.83,4.89,
HD 117207,HD 117207 b,2004,0,Ground,Radial Velocity,W. M. Keck Observatory,1,2597,32.38,,,,1.73,,,0.96,1.11,
HD 11755,HD 11755 b,2015,0,Ground,Radial Velocity,Bohyunsan Optical Astronomical Observatory,1,433.70001,231.5,,,,5.63,,,0.72,20.58,
HD 117618,HD 117618 b,2004,0,Ground,Radial Velocity,Anglo-Australian Telescope,1,25.8,37.82,,,,0.174,,,1.08,,
HD 118203,HD 118203 b,2005,0,Ground,Radial Velocity,Haute-Provence Observatory,1,6.1335,92.51,,,,2.79,,,1.84,2.06,
HD 119130,HD 119130 b,2019,0,Space,Transit,Kepler,1,16.9841,114.29,6.8,24.5,2.63,0.07709,0.235,7.4,1,1.09,1.14
HD 11964,HD 11964 b,2005,0,Ground,Radial Velocity,W. M. Keck Observatory,2,1945,33.57,,,,0.622,,,1.12,,
HD 11964,HD 11964 c,2008,0,Ground,Radial Velocity,W. M. Keck Observatory,2,37.91,33.57,,,,0.0788,,,1.12,,
HD 11977,HD 11977 b,2005,0,Ground,Radial Velocity,La Silla Observatory,1,711,68.05,1.2,,,6.54,,,1.91,10.09,
HD 120084,HD 120084 b,2013,0,Ground,Radial Velocity,Okayama Astrophysical Observatory,1,2082,103.35,,,,4.5,,,2.39,9.12,
HD 121504,HD 121504 b,2003,0,Ground,Radial Velocity,La Silla Observatory,1,63.33,41.71,,,,1.51,,,1.62,1.07,
HD 12484,HD 12484 b,2016,0,Ground,Radial Velocity,Haute-Provence Observatory,1,58.83,51.1,,,,2.98,,,1.01,,
HD 125595,HD 125595 b,2009,0,Ground,Radial Velocity,La Silla Observatory,1,9.6737,28.22,,,,0.02,,,0.29,0.74,
HD 125612,HD 125612 b,2007,0,Ground,Radial Velocity,W. M. Keck Observatory,3,557.04,57.72,1.77,,,3.1,,,1.11,1.05,
HD 125612,HD 125612 c,2009,0,Ground,Radial Velocity,La Silla Observatory,3,4.15514,57.72,1.77,,,0.055,,,1.11,1.05,
HD 125612,HD 125612 d,2009,0,Ground,Radial Velocity,La Silla Observatory,3,2835,57.72,1.77,,,7.28,,,1.11,1.05,
HD 12648,HD 12648 b,2015,0,Ground,Radial Velocity,Bohyunsan Optical Astronomical Observatory,1,133.60001,158.4,,,,1.96,,,0.67,11.02,
